source_country_iso3_code,destination_country_iso3_code,Diploma,Comparable to NLD,Comparable to AUS,Comparable to GBR
UNK,NLD,IMEAO-diploma,an MBO diploma level 4,,BTEC Level 3 National Extended Diploma
UNK,NLD,Getuigschrift van de Algemeen Vormende Fase,a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,Diploma Hoger Algemeen Voortgezet Onderwijs (H.A.V.O),a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,Diploma Voorbereidend Wetenschappelijk Onderwijs (V.W.O.),a VWO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with a result of A* to C or 9 to 4 in 3 subjects; General Certificate of Education (GCE) with a result of A* to C in 3 relevant subjects at A level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,LOBO-diploma,1 year of HBO (if obtained before 2017); or3 years of HBO (if obtained after 2016),,
UNK,NLD,Diploma De Nieuwe Leerkracht,2 years of HBO,,
UNK,NLD,Akte van bekwaamheid tot het geven van Gewoon Lager Onderwijs,2 years of HBO,,
UNK,NLD,Bachelor of Arts from the AHKCO,an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
UNK,NLD,MO-A-Akte(studielast: 180studiepunten),3 years of HBO,,
UNK,NLD,MO-B-Akte,an HBO bachelor's degree,,
UNK,NLD,Bachelor of Applied Technology from the PTC,Please contact us for acredential evaluation,,
UNK,NLD,Bachelor of Oral Health,an HBO bachelor's degree,,
UNK,NLD,Bachelor of Arts from the AdeKUS,an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
UNK,NLD,Bachelor of Laws (LL.B) from the AdeKUS,a WO bachelor's degree,,
UNK,NLD,Bachelor of Science from the AdeKUS,an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
UNK,NLD,Doctoraalexamen (Doctorandus) in de medische wetenschappen (geneeskunde)from the AdeKUS,1 year of a 3-year WO master's programme in medicine,,
UNK,NLD,Artsexamen in de medische wetenschappenfrom the AdeKUS,a WO master's degree,Research master's degree,MA/MSc by research
UNK,NLD,Master of Arts from the AdeKUS,an HBO master's degree or a WO master's degree,,
UNK,NLD,Master of Laws/Meester in de rechtenfrom the AdeKUS,a WO master's degree,Research master's degree,MA/MSc by research
UNK,NLD,Master of Science from the AdeKUS,an HBO master's degree or a WO master's degree,,
SWE,NLD,Högskoleförberedande examen:Estetiska programmet,"a HAVO diploma (if the student took mainly profession-oriented subjects, such as photography and sound production); ora VWO (if the student took mainly general education subjects).",,
SWE,NLD,Högskoleförberedande examen:Samhällsvetenskapsprogrammet,"a HAVO diploma (if the student took mainly profession-oriented subjects, such as graphic design and music production); ora VWO (if the student took mainly general education subjects).",,
SWE,NLD,Högskoleförberedande examen:Teknikprogrammet,"a HAVO diploma (if the student took mainly profession-oriented subjects, such as event technology and applied programming); ora VWO (if the student took mainly general education subjects).",,
SWE,NLD,Högskoleförberedande examen:Ekonomiprogrammet,a VWO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with a result of A* to C or 9 to 4 in 3 subjects; General Certificate of Education (GCE) with a result of A* to C in 3 relevant subjects at A level; and a total of 6 different subjects, preferably including English and mathematics."
SWE,NLD,Högskoleförberedande examen:Humanistiska programmet,a VWO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with a result of A* to C or 9 to 4 in 3 subjects; General Certificate of Education (GCE) with a result of A* to C in 3 relevant subjects at A level; and a total of 6 different subjects, preferably including English and mathematics."
SWE,NLD,Högskoleförberedande examen:Naturvetenskabsprogrammet,a VWO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with a result of A* to C or 9 to 4 in 3 subjects; General Certificate of Education (GCE) with a result of A* to C in 3 relevant subjects at A level; and a total of 6 different subjects, preferably including English and mathematics."
SWE,NLD,Yrkeshögskoleexamen,1 year of HBO,Diploma (AQF Level 5),
SWE,NLD,Kvalificerad yrkeshögskoleexamen,an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
SWE,NLD,Högskoleexamenwith 120 ECTS (högskolepoäng),an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
SWE,NLD,Kandidatexamen(bachelor’s degree),an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
SWE,NLD,Yrkesexamen(professional degree),"usually an HBO master's degree or a WO master's degree, sometimes an HBO bachelor's degree or WO bachelor's degree",,
SWE,NLD,Magisterexamen(master’s degree),an HBO master's degree or a WO master's degree,,
SWE,NLD,Masterexamen(master’s degree),an HBO master's degree or a WO master's degree,,
CHE,NLD,Berufsmaturität/Certificat de Maturité Professionnelle/Fachmaturität/Specialised Maturity Certificate,a HAVO diploma for the general education part,,
CHE,NLD,Certificat de Maturité/Maturitätszeugnis/Maturitätsausweis/Maturity Certificatefrom aGymnasiale Maturitätsschule/École de Maturité,a VWO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with a result of A* to C or 9 to 4 in 3 subjects; General Certificate of Education (GCE) with a result of A* to C in 3 relevant subjects at A level; and a total of 6 different subjects, preferably including English and mathematics."
CHE,NLD,Bachelor's degree from aFachhochschule/Haute École Spécialisée(HES),an HBO bachelor's degree,,
CHE,NLD,Bachelor's degree from anUniversitätorEidgenössische Technische Hochschule(ETH),a WO bachelor's degree,,
CHE,NLD,Master's degreefrom aFachhochschule/Haute École Spécialisée(HES),an HBO master's degree,,
CHE,NLD,Diplom/Diplômefrom anUniversitätorEidgenössische Technische Hochschule(ETH),a WO master's degree,Research master's degree,MA/MSc by research
CHE,NLD,Lizentiat/Licencefrom anUniversitätorEidgenössische Technische Hochschule(ETH),a WO master's degree,Research master's degree,MA/MSc by research
CHE,NLD,Master's degree from anUniversitätorEidgenössische Technische Hochschule(ETH),a WO master's degree,Research master's degree,MA/MSc by research
UNK,NLD,Basic Education Certificateشھادة الدراسة التعلیم الأساسي,2 years of HAVO,,
UNK,NLD,Vocational Secondary Education Certificateالشھادة الثانویة المھنیة,an MBO diploma level 2 or 3,,
UNK,NLD,Technical Diploma Certificateشھادة دبلوم تقاني,an MBO diploma level 4,,BTEC Level 3 National Extended Diploma
UNK,NLD,Certificate of Associate Degreeشھادة مساعد المجاز,an MBO diploma level 4,,BTEC Level 3 National Extended Diploma
UNK,NLD,Certificate of Licensed Assistantشھادة مساعد المجاز,an MBO diploma level 4,,BTEC Level 3 National Extended Diploma
UNK,NLD,General Secondary Education Certificateشھادة الدراسة الثانویة العامة,a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,Bachelor/الإجازة(duration: 4 years),an HBO bachelor's degree or 2 years of WO,,
UNK,NLD,"Bachelor/الإجازةin Architecture, Engineering, Dentistry, Pharmacy or Veterinary Medicine",a WO bachelor's degree,,
UNK,NLD,Bachelor/الإجازةin Medicine,1 year of a 3-year WO master's programme in medicine,,
UNK,NLD,Master/الماجستیر,a 1-year HBO or WO master's degree,,
UNK,NLD,Vocational High School Diploma,an MBO diploma level 2 or 3,,
UNK,NLD,Senior High School Diploma,a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,Associate degree(duration: 2 years),an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
UNK,NLD,Associate degree(duration: 5 years),an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
UNK,NLD,Bachelor's degree(duration: 4 years),an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
UNK,NLD,Bachelor's degree(duration: 5 years),at least an HBO bachelor's degree or a WO bachelor's degree,,
UNK,NLD,Doctor of Medicine(duration: 7 years),a WO master's degree,Research master's degree,MA/MSc by research
UNK,NLD,Master's degree,an HBO master's degree or a WO master's degree,,
UNK,NLD,"Certificate of Secondary Education with an A, B or C for at least 5 subjects",a VMBO-T diploma,,General Certificate of Secondary Education (GCSE) in 6 subjects (D to G or 3 to 1)
UNK,NLD,"The following combination:Certificate of Secondary Education with an A, B or C for at least 6 subjects; andAdvanced Certificate of Secondary Education with a principal pass for at least 1 subject",a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,"The following combination:Certificate of Secondary Education with an A, B or C for at least 5 subjects; andAdvanced Certificate of Secondary Education with a principal pass for at least 2 subjects and a subsidiary pass for at least 1 subject",at least a HAVO diploma,,
UNK,NLD,Bachelor’s degree (duration: 3 years),an HBO bachelor’s degree or 2 years of WO,,
UNK,NLD,Bachelor’s degree (duration: 4 years),an HBO bachelor's degree or a WO bachelor’s degree,,
UNK,NLD,Master’s degree (duration: 1 year),a WO bachelor's degree or an HBO master's degree,,
UNK,NLD,Master’s degree (duration: 2 years),an HBO master's degree or a WO master’s degree,,
THA,NLD,Certificate in Vocational Education,an MBO diploma level 2 or 3,,
THA,NLD,Certificate of Secondary Education/Matayom 6,a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
THA,NLD,Associate Degree,an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
THA,NLD,Diploma in Technical Education,an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
THA,NLD,Diploma in Vocational Education,an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
THA,NLD,Bachelor's degree,an HBO bachelor's degree or 2 years of WO,,
THA,NLD,Master's degree,an HBO master's degree or a WO master's degree,,
TUN,NLD,Brevet de Technicien Professionnel/مؤهل التقني المهني,an MBO diploma level 3 or 4,,
TUN,NLD,Diplôme du Baccalauréat/شهادة البكالوريا,at least a HAVO diploma,,
TUN,NLD,Brevet de Technicien Supérieur/مؤهل التقني السامي,an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
TUN,NLD,Licence Fondamentale/الإجازة الأساسية,2 years of WO,,
TUN,NLD,Licence Appliquée/الإجازة التطبيقية,3 years of HBO,,
TUN,NLD,Diplôme National d’Ingénieur/الشهادة الوطنية لمهندس,a 1-year WO master’s degree,,
TUN,NLD,Mastère Professionnel/الماجستير المهني,an HBO master's degree,,
TUN,NLD,MastèredeRecherche/ماجستير البحث,a 1-year WO master’s degree,,
UNK,NLD,Meslek Lisesi Diploması,"an MBO diploma, level 2 or 3",,
UNK,NLD,Teknik Lisesi Diploması,a HAVO diploma for the general education part,,
UNK,NLD,Lise Diploması,at least a HAVO diploma,,
UNK,NLD,Ön Lisans Diploması,an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
UNK,NLD,Lisans Diploması,an HBO bachelor's degree or a WO bachelor’s degree,,
UNK,NLD,Yüksek Lisans Diploması,an HBO master's degree or a WO master’s degree,,
UGA,NLD,Uganda Certificate of Education (Ordinary level) with a final grade of 1 to 6 for at least 6 subjects,a VMBO-T diploma,,General Certificate of Secondary Education (GCSE) in 6 subjects (D to G or 3 to 1)
UGA,NLD,The following combination:Uganda Certificate of Education (Ordinary level) with a final grade of 1 to 6 for at least 6 subjects; andUganda Advanced Certificate of Education with a Principal pass for at least 1 subject (6 different subjects in total).,a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
UGA,NLD,The following combination:Uganda Certificate of Education (Ordinary level) with a final grade of 1 to 6 for at least 6 subjects; andUganda Advanced Certificate of Education with a Principal pass for at least 2 subjects + a Subsidiary pass in 1 subject (6 different subjects in total),at least a HAVO diploma,,
UGA,NLD,"The following combination:Uganda Certificate of Education (Ordinary level) with a final grade of 1 to 6 for at least 6 subjects; andUganda Advanced Certificate of Education with a Principal pass for at least 2 subjects with a final grade of A, B or C (6 different subjects in total)",at least a HAVO diploma,,
UGA,NLD,Bachelor's degree (duration: 3 years),an HBO bachelor's degree or 2 years of WO,,
UGA,NLD,Bachelor's degree (duration: 4-5 years),an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
UGA,NLD,Master's degree,an HBO master's degree or a WO master's degree,,
UKR,NLD,Svidotsvo pro zdobuttia bazovoi serednio osviti -Cвідоцтво про здобуття базової середньої освіти(Certificate of basic secondary education)(as of 2019),3 years of general lower secondary education,,
UKR,NLD,Svidotstvo pro bazovu zahalnu seredniu osvitu-Свидоцтво про базову загальну середню освiту(Certificate of basic general secondary education)(up to and including 2018),3 years of general lower secondary education,,
UKR,NLD,Svidotstvo pro zdobuttia povnoi zahalnoi serednioi osviti -Свідоцтво про здобуття повної загальної середньої освіти(Certificate of complete general secondary education)(as of 2019),at least a HAVO diploma,,
UKR,NLD,Atestat pro povnu zahalnu seredniu osvitu -Атестат про повну загалну середню освiту(Certificate of complete general secondary education)(up to and including 2018),at least a HAVO diploma,,
UKR,NLD,Dyplom molodsjoho bakalavra -Диплом молодшого бакалавра(Junior bachelor diploma),an associate degree or 2 years HBO,,
UKR,NLD,Dyplom molodsjoho spetsialista -Диплом молодшого спеціаліста(Junior specialist diploma),usually an associate degree or 2 years HBO,,
UKR,NLD,Dyplom bakalavra -Диплом бакалавра(Bachelor diploma),an HBO or a WO bachelor's degree,,Bachelor (Honours) degree
UKR,NLD,Dyplom spetsialista -Диплом спеціаліста(Specialist diploma)(duration: 5 years),a WO bachelor's degree or an HBO master's degree,,
UKR,NLD,Dyplom mahistra -Диплом магiстра(Master diploma),a WO or an HBO master's degree,,
GBR,NLD,General Certificate of Secondary Education (GCSE)in 6 subjects (D to G or 3 to 1),a VMBO-T diploma,,General Certificate of Secondary Education (GCSE) in 6 subjects (D to G or 3 to 1)
GBR,NLD,General Certificate of Secondary Education (GCSE)in 6 subjects (A* to C or 9 to 4),at least a VMBO-T diploma,,General Certificate of Secondary Education (GCSE) in 6 subjects (A* to C or 9 to 4)
GBR,NLD,BTEC Level 3 National Extended Diploma,an MBO diploma level 4,,BTEC Level 3 National Extended Diploma
GBR,NLD,Access to HE Diploma,"an MBO diploma level 4, a HAVO or a VWO diploma",,Access to HE Diploma
GBR,NLD,"The following combination:General Certificate of Secondary Education (GCSE)withA* to C or 9 to 4results in 4 subjects;General Certificate of Education (GCE)with A* to C results in 2relevant subjectsatAS level; anda total of 6 different subjects, preferably including English and mathematics.",a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
GBR,NLD,"The following combination:General Certificate of Secondary Education (GCSE)with a result ofA* to C or 9 to 4in 4 subjects;General Certificate of Education (GCE)with a result of D or E in 2relevant subjectsatA level; anda total of 6 different subjects, preferably including English and mathematics.",a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
GBR,NLD,"The following combination:General Certificate of Secondary Education (GCSE)with a result ofA* to C or 9 to 4in 3 subjects;General Certificate of Education (GCE)with a result of A* to C in 3relevant subjectsatA level; anda total of 6 different subjects,preferablyincluding English and mathematics.",a VWO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with a result of A* to C or 9 to 4 in 3 subjects; General Certificate of Education (GCE) with a result of A* to C in 3 relevant subjects at A level; and a total of 6 different subjects, preferably including English and mathematics."
GBR,NLD,Certificate of Higher Education (CertHE)with astudy loadof 120 CATS,"an associate degree, 2 years of HBO or 1 year of WO",,Certificate of Higher Education (CertHE) with a study load of 120 CATS
GBR,NLD,Higher National Certificate (HNC),an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
GBR,NLD,Diploma of Higher Education (DipHE)with a study load of 240 CATS,3 years of HBO or 2 years of WO,,Diploma of Higher Education (DipHE) with a study load of 240 CATS
GBR,NLD,Higher National Diploma (HND)with a study load of 240 CATS,3 years of HBO or 2 years of WO,,Diploma of Higher Education (DipHE) with a study load of 240 CATS
GBR,NLD,Bachelor (Ordinary) degree,at least 3 years of HBO or at least 2 years of WO,,Bachelor (Ordinary) degree
GBR,NLD,Bachelor (Honours) degree,an HBO or a WO bachelor's degree,,Bachelor (Honours) degree
GBR,NLD,Master's degree,an HBO or a WO master’s degree,,
GBR,NLD,MA/MSc by research,a WO master's degree,Research master's degree,MA/MSc by research
GBR,NLD,Master of Philosophy,a WO master's degree (research master),,Master of Philosophy
UNK,NLD,Scottish Qualifications Certificate (SQC)with4 Highers,a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,Scottish Qualifications Certificate (SQC)with4 Highers + 2 Advanced Highers,a VWO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with a result of A* to C or 9 to 4 in 3 subjects; General Certificate of Education (GCE) with a result of A* to C in 3 relevant subjects at A level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,Higher National Certificate (HNC),1 year of HBO,Diploma (AQF Level 5),
UNK,NLD,Higher National Diploma (HND),an associate degree or 2 years of HBO,Advanced Diploma (AQF Level 6),Higher National Certificate (HNC)
UNK,NLD,Bachelor's degree,3 years of HBO or 2 years of WO,,Diploma of Higher Education (DipHE) with a study load of 240 CATS
UNK,NLD,Master of Arts degree,3 years of HBO or 2 years of WO,,Diploma of Higher Education (DipHE) with a study load of 240 CATS
UNK,NLD,Bachelor (Honours) degree,an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
UNK,NLD,Master of Arts (Honours) degree,an HBO bachelor's degree or a WO bachelor's degree,Bachelor's degree,
UNK,NLD,Master's degree,an HBO master's degree or a WO master's degree,,
UNK,NLD,Master of Philosophy (MPhil),a WO master's degree,Research master's degree,MA/MSc by research
UNK,NLD,General Educational Development credential (GED),a VMBO-T diploma,,General Certificate of Secondary Education (GCSE) in 6 subjects (D to G or 3 to 1)
UNK,NLD,High School Diploma,"usually a HAVO diploma, but at least a VMBO-T diploma and at most a VWO diploma",,
UNK,NLD,Associate’s degree(‘terminal/vocational program’),an MBO diploma level 4,,BTEC Level 3 National Extended Diploma
UNK,NLD,Associate’s degree(‘transfer program’),Please contact us for acredential evaluation,,
UNK,NLD,Bachelor’s degree,an HBO or a WO bachelor’s degree,,
UNK,NLD,Master’s degree,an HBO or a WO master’s degree,,
UNK,NLD,Título de bachiller,a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,Título de educación media general,a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,Título de técnico medio,a HAVO diploma with vocational subjects,,
UNK,NLD,Título de bachiller técnico,a HAVO diploma with vocational subjects,,
UNK,NLD,Título de bachiller en ciencias(before 2009),a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,Título de bachiller en humanidades(before 2009),a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
UNK,NLD,Título de técnico superior universitario,2 to 3 years of HBO,,
UNK,NLD,Título de técnico superior especialista+ field of study,at least 2 to 3 years of HBO,,
UNK,NLD,Licenciada/o,"usually an HBO bachelor's degree or a WO bachelor's degree, sometimes 2 years of WO",,
UNK,NLD,"Título professional, such asAbogadoorIngeniero","usually an HBO bachelor's degree or a WO bachelor's degree, sometimes 2 years of WO",,
UNK,NLD,Especialista+ field of study,at least an HBO bachelor's degree or a WO bachelor's degree,,
UNK,NLD,Maestría,an HBO master's degree or a WO master's degree,,
UNK,NLD,Título de magíster,an HBO master's degree or a WO master's degree,,
YEM,NLD,Preparatory School Final Examination Resultنتيجة امتحان نهاية التعليم الأساسي,2 years of HAVO,,
YEM,NLD,Secondary School Final Examination Resultنتيجة امتحان الثانوية العامة,a HAVO diploma,,"The following combination: General Certificate of Secondary Education (GCSE) with A* to C or 9 to 4 results in 4 subjects; General Certificate of Education (GCE) with A* to C results in 2 relevant subjects at AS level; and a total of 6 different subjects, preferably including English and mathematics."
YEM,NLD,Higher Technical Diplomaالدبلوم التقني العالي,3 years of HBO,,
YEM,NLD,Bachelor’sdegreeدرجة الإجازة(duration: 4 years),an HBO bachelor's degree or 2 years of WO,,
YEM,NLD,Bachelor’sdegreeدرجة الإجازة(duration: 5 years),a WO bachelor's degree,,
YEM,NLD,Bachelor of Medicine and Surgeryدرجة الإجازة في الطب والجراحة,1 year of aWO master's programme in medicine,,
YEM,NLD,PostgraduateDiplomaالدبلوم العالي(duration: 1 year),an HBO master's degree,,
YEM,NLD,Master’sdegreeدرجة الماجستير(duration: 2 years),an HBO master's degree or a 1-year WO master's degree,,
ZWE,NLD,"Zimbabwe General Certificate of Education at Ordinary Level with an A, B or C for at least 5 exam subjects",a VMBO-T diploma,,General Certificate of Secondary Education (GCSE) in 6 subjects (D to G or 3 to 1)
ZWE,NLD,"The following combination:Zimbabwe General Certificate of Education at Ordinary Level with an A, B or C for at least 5 exam subjects; andZimbabwe General Certificate of Education at Advanced Level with a pass for at least 2 subjects.",at least a HAVO diploma,,
ZWE,NLD,Bachelor's degree (General),3 years of HBO or 1 year of WO,,
ZWE,NLD,"Bachelor's degree (Honours) ,duration: 3 years",an HBO bachelor’s degree or 2 years of WO,,
ZWE,NLD,"Bachelor's degree (Honours), duration: 4 or 5 years",an HBO bachelor's degree or a WO bachelor’s degree,,
ZWE,NLD,Master's degree,an HBO master's degree or a WO master’s degree,,
ZWE,NLD,Master of Philosophy,a WO master’s degree,,
